common_name,species_name,sample_ID,Batch_ID,Type,group,season,Date,Year,Project,site,TL_cm,SL_cm,Weight_kg,d13C,d15N,d34S,N%,C%,S%,CN_molar_ratio,CS_molar_ratio,WSU_ID_CN,WSU_ID_S,WSU_ID_C,WSU_ID_N,,,
Mojarra,E. harengulus,1-4-1-5 E. harengulus,190701_Eggenberger(CN)+190710_Eggenberger(34S),muscle,Prey,wet,,2016,CELA,1-4-1-5,,,,-19.19,7.45,1.78,13.69794004,43.86260637,1.267475631,,,,,,,,,
Mayan Cichlid,C. urophthalmus,1-1-1-12 C. uropthalmus,190701_Eggenberger(CN)+190710_Eggenberger(34S),muscle,Prey,wet,,2016,CELA,1-1-1-12,,,,-20.23,8.17,10.98,13.64123439,45.47811408,1.219384575,,,,,,,,,
Mojarra,E. harengulus,2-4-2-T3 E. harengulus,190701_Eggenberger(CN)+190710_Eggenberger(34S),muscle,Prey,wet,,2016,CELA,2-4-2-T3,,,,-14.87,8.39,3.32,13.87870471,44.58150676,1.437825081,,,,,,,,,
Mojarra,E. harengulus,2-1-2-26 E. harengulus,190701_Eggenberger(CN)+190710_Eggenberger(34S),muscle,Prey,wet,,2016,CELA,2-1-2-26,,,,-20.91,8.38,-4.53,15.13024056,48.15977742,1.36317072,,,,,,,,,
Barnacle,,D20-TB-BG016-Barnacles,211006_Eggenberger(CN),,Prey,Dry20,,2020,CELA,Terrapin Bay,,,,-21.11,6.39,,11.09,52.28,,,,,,,,,,
Mussle,,D20-TB-BG016-Mussel,211006_Eggenberger(CN),,Prey,Dry20,,2020,CELA,Terrapin Bay,,,,-22.39,5.08,,10.11,41.34,,,,,,,,,,
Mussle,,D20-TB-WP012-Mussel,211006_Eggenberger(CN),,Prey,Dry20,,2020,CELA,Terrapin Bay,,,,-21.97,5.23,,8.32,36.52,,,,,,,,,,
Barnacle,,D20-LL-BG061-Barnacles,211006_Eggenberger(CN),,Prey,Dry20,,2020,CELA,Long Lake,,,,-21.98,4.72,,7.91,37.06,,,,,,,,,,
Barnacle,,D20-LL-BG057-Barnacles,211006_Eggenberger(CN),,Prey,Dry20,,2020,CELA,Long Lake,,,,-20.59,5.14,,8.10,34.81,,,,,,,,,,
Mussle,,D20-LL-BG057-Mussel,211006_Eggenberger(CN),,Prey,Dry20,,2020,CELA,Long Lake,,,,-22.87,3.88,,9.86,44.68,,,,,,,,,,
Mussle,,D20-LL-BG061-Mussel,211006_Eggenberger(CN),,Prey,Dry20,,2020,CELA,Long Lake,,,,-23.34,4.27,,11.73,49.58,,,,,,,,,,
Mussle,,D20-LL-FT1277-Mussel,211006_Eggenberger(CN),,Prey,Dry20,,2020,CELA,Long Lake,,,,-23.28,3.64,,7.90,37.00,,,,,,,,,,
Mussle,,D20-SP-BG002-Mussel,211006_Eggenberger(CN),,prey,Dry20,,2020,CELA,Seven Palm,,,,-22.16,5.21,,8.77,34.61,,,,,,,,,,
Mussle,,D20-SP-BG001-Mussel,211006_Eggenberger(CN),,prey,Dry20,,2020,CELA,Seven Palm,,,,-21.72,6.65,,11.82,50.93,,,,,,,,,,
barnacle ,,D20-SP-BG007-Barnacles,211006_Eggenberger(CN),,prey,Dry20,,2020,CELA,Seven Palm,,,,-20.58,6.1,,6.46,28.58,,,,,,,,,,
barnacle ,,D20-SP-BG001-Barnacles,211006_Eggenberger(CN),,prey,Dry20,,2020,CELA,Seven Palm,,,,No Peaks detected,,,,,,,,,,,,,,
turbo ,turbo ,D20-MO-WP095-Turbo,211203_Eggenberger(CN),,prey,Dry20,,2020,CELA,Monroe Lake ,,,,-21.33,6.56,,10.35,39.99,,,,,,,,,,
turbo ,turbo ,D20-MO-BG103-Turbo,211203_Eggenberger(CN),,prey,Dry20,,2020,CELA,Monroe Lake ,,,,-21.03,7.12,,9.07,40.7,,,,,,,,,,
barnacle ,,D20-MO-BG110-Barnacles,211203_Eggenberger(CN),,prey,Dry20,,2020,CELA,Monroe Lake ,,,,-20.37,6.69,,7.42,33.22,,,,,,,,,,
barnacle ,,D20-MO-WP095-Barnacles,211203_Eggenberger(CN),,prey,Dry20,,2020,CELA,Monroe Lake ,,,,-19.81,6.32,,4.65,23.11,,,,,,,,,,
barnacle ,,W20-ML-BG-025-BARNACLES,211203_Eggenberger(CN),,prey,Wet20,,2020,CELA,Middle Lake ,,,,-26.91,5.87,,9.7,42.95,,,,,,,,,,
Mussle,,W20-TB-BG056-MUSSEL,211203_Eggenberger(CN),,prey,Wet20,,2020,CELA,Terrapin Bay,,,,-25.84,5.05,,9.72,48.41,,,,,,,,,,
Mussle,,W20-GB-BG077-MUSSEL,211203_Eggenberger(CN),,prey,Wet20,,2020,CELA,Garfield Bight ,,,,-23.38,5.25,,11.61,56.01,,,,,,,,,,
Barnacle ,,W20-TB-BG056-BARNACLES,211203_Eggenberger(CN),,prey,Wet20,,2020,CELA,Terrapin Bay,,,,-24.77,7.41,,7.13,33.45,,,,,,,,,,
Mussle,,W20-LU-BG046-MUSSEL,211203_Eggenberger(CN),,prey,Wet20,,2020,CELA,The Lungs,,,,-30.05,-1.64,,8.9,35.98,,,,,,,,,,
barnacle ,,W20-GB-BG078-BARNACLES,211203_Eggenberger(CN),,prey,Wet20,,2020,CELA,Garfield Bight ,,,,-20.09,6.67,,9.34,39.65,,,,,,,,,,
barnacle ,,W20-MO-BG045-BARNACLES,211203_Eggenberger(CN),,prey,Wet20,,2020,CELA,Monroe Lake ,,,,-25.15,5.68,,7.71,37.27,,,,,,,,,,
barnacle ,,W20-GB-BG077-BARNACLES,211203_Eggenberger(CN),,prey,Wet20,,2020,CELA,Garfield Bight ,,,,-20.47,7.02,,9.71,39.92,,,,,,,,,,
barnacle ,,W20-TB-BG054-BARNACLES,211203_Eggenberger(CN),,prey,Wet20,,2020,CELA,Terrapin Bay,,,,-25.67,7.3,,8.89,38.98,,,,,,,,,,
barnacle ,,W20-MO-BG047-BARNACLES,211203_Eggenberger(CN),,prey,Wet20,,2020,CELA,Monroe Lake ,,,,-26.51,5.78,,10.12,45.62,,,,,,,,,,
barnacle ,,W20-LL-BG054-BARNACLES,211203_Eggenberger(CN),,prey,Wet20,,2020,CELA,Long Lake,,,,-26.97,5.32,,8.12,39.1,,,,,,,,,,
barnacle ,,W20-GB-BG080-BARNACLES,211203_Eggenberger(CN),,prey,Wet20,,2020,CELA,Garfield Bight ,,,,-22.9,7.4,,8.25,36.7,,,,,,,,,,
barnacle ,,W20-LU-BG046-BARNACLES,211203_Eggenberger(CN),,prey,Wet20,,2020,CELA,The Lungs,,,,-29.39,2.28,,9.14,44.16,,,,,,,,,,
barnacle ,,W20-LL-BG053-BARNACLES,211203_Eggenberger(CN),,prey,Wet20,,2020,CELA,Long Lake,,,,-26.32,5.79,,9.27,44.1,,,,,,,,,,
barnacle ,,W20-CU-BG040-BARNACLES,211203_Eggenberger(CN),,prey,Wet20,,2020,CELA,Cuthbert Lake ,,,,-23.57,6.12,,10.91,43.54,,,,,,,,,,
barnacle ,,W20-WL-BG079-BARNACLES,211203_Eggenberger(CN),,prey,Wet20,,2020,CELA,West Lake ,,,,-26.02,5.26,,9.05,38.96,,,,,,,,,,
barnacle ,,W20-WL-BG081-BARNACLES,211203_Eggenberger(CN),,prey,Wet20,,2020,CELA,West Lake ,,,,-25.92,4.12,,8.94,40.44,,,,,,,,,,
barnacle ,,W20-TB-BG064-BARNACLES,211203_Eggenberger(CN),,prey,Wet20,,2020,CELA,Terrapin Bay,,,,-18.55,7.75,,8.5,39.21,,,,,,,,,,
barnacle ,,W20-LU-BG050-BARNACLES,211203_Eggenberger(CN),,prey,Wet20,,2020,CELA,The Lungs,,,,-28.53,3.4,,12.49,58.59,,,,,,,,,,
Mussle,,W20-ML-BG012-MUSSEL,211203_Eggenberger(CN),,prey,Wet20,,2020,CELA,Middle Lake ,,,,-27.6,2.84,,10.25,41.85,,,,,,,,,,
barnacle,,W20-TB-BG065-BARNACLES,211203_Eggenberger(CN),,prey,Wet20,,2020,CELA,Terrapin Bay,,,,-17.86,7.83,,9.49,42.14,,,,,,,,,,
Mussle,,W20-TB-BG054-MUSSEL,211203_Eggenberger(CN),,prey,Wet20,,2020,CELA,Terrapin Bay,,,,-25.47,4.92,,11.1,50.9,,,,,,,,,,
barnacle,,W20-MO-BG033-BARNACLES,211203_Eggenberger(CN),,prey,Wet20,,2020,CELA,Monroe Lake ,,,,-24.69,6.18,,8.54,38.5,,,,,,,,,,
Mussle,,W20-MO-BG046-MUSSEL,211203_Eggenberger(CN),,prey,Wet20,,2020,CELA,Monroe Lake ,,,,-25.86,3.86,,11.11,45.17,,,,,,,,,,
Mussle,,W20-WL-BG079-MUSSEL,211203_Eggenberger(CN),,prey,Wet20,,2020,CELA,West Lake ,,,,-25.3,2.93,,12.32,50.79,,,,,,,,,,
Mussle,,W20-ML-W20BG024-MUSSEL,211203_Eggenberger(CN),,prey,Wet20,,2020,CELA,Middle Lake ,,,,-27.11,4.25,,12.56,59.01,,,,,,,,,,
Mussle,,W20-MO-BG033-MUSSEL,211203_Eggenberger(CN),,prey,Wet20,,2020,CELA,Monroe Lake ,,,,-25.36,3.58,,10.91,45.53,,,,,,,,,,
Mussle,,W20-LL-BG053-MUSSEL,211203_Eggenberger(CN),,prey,Wet20,,2020,CELA,Long Lake,,,,-27.31,4.06,,10.99,49.85,,,,,,,,,,
barnacle,,W20-LL-BG021-BARNACLES,211203_Eggenberger(CN),,prey,Wet20,,2020,CELA,Long Lake,,,,-26.45,5.16,,9.72,42.91,,,,,,,,,,
barnacle,,W20-WL-BG083-BARNACLES,211203_Eggenberger(CN),,prey,Wet20,,2020,CELA,West Lake ,,,,-25.89,5.17,,12.17,51.27,,,,,,,,,,
Mussle,,W20-ML-BG034-MUSSEL,211203_Eggenberger(CN),,prey,Wet20,,2020,CELA,Middle Lake ,,,,-26.92,3.76,,11.2,46.01,,,,,,,,,,
Mussle,,W20-CU-BG044-MUSSEL,211203_Eggenberger(CN),,prey,Wet20,,2020,CELA,Cuthbert Lake ,,,,-25.06,4.78,,14.91,64.47,,,,,,,,,,
Mussle,,W20-SP-BG006-MUSSEL,211203_Eggenberger(CN),,prey,Wet20,,2020,CELA,Seven Palm,,,,-27.03,4.74,,11.4,46.33,,,,,,,,,,
Mussle,,W20-TB-BG064-MUSSEL,211203_Eggenberger(CN),,prey,Wet20,,2020,CELA,Terrapin Bay,,,,-20.41,5.01,,10.44,45.09,,,,,,,,,,
Mussle,,W20-LU-BG050-MUSSEL,211203_Eggenberger(CN),,prey,Wet20,,2020,CELA,the Lungs,,,,-29.7,-0.28,,11.67,51.92,,,,,,,,,,
isopod,isopod,W20-GB-BG078-ISOPODS,211203_Eggenberger(N)+220204_Eggenberger(C),,prey,Wet20,,2020,CELA,Garfield Bight ,,,,-19.32,7.39,,4.71,22.58,,,,,,G-227838,,,,
isopod,isopod,W20-GB-BG077-Isopod,211203_Eggenberger(N)+220204_Eggenberger(C),,prey,Wet20,,2020,CELA,Garfield Bight ,,,,-23.4,4.38,,4.21,14.58,,,,,,G-227839,,,,
Isopod ,Isopod ,D20-SP-BG007-Isopod,220204_Eggenberger(C),,prey,Dry20,,,CELA,Seven Palm,,,,-20.87,,,,31.3,,,,,,G-227706,,,,
Isopod,Isopod,D20-TB-FT693-Isopod,220204_Eggenberger(C),,prey,Dry20,,,CELA,Terrapin Bay,,,,-23.08,,,,21.21,,,,,,G-227728,,,,
copepod ,copepod ,D20-MO-WP095-Copepod,220204_Eggenberger(C),,prey,Dry20,,,CELA,Monroe Lake ,,,,-24.76,,,,17.78,,,,,,G-227755,,,,
Peacock eel,,RB813_3_d19,210526_Nelson(S)+210709_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,RB10,,,,-28.82,8.20,,14.34,53.98,2.61,4.391414635,55.15326052,G-224537,S-31360,,,,,
fish,,TS7_FI1_d19,210526_Nelson(S)+210709_Nelson(CN),,prey,dry19,,2019,FCE Foodwebs,TS7,,,,-19.18,11.82,,11.81,40.16,1.98,3.967558153,54.09161534,G-224543,S-31365,,,,,
Turbo ,Turbo ,D20-GB-WP184-Turbo,211006_Eggenberger(CN),,Prey ,Dry20,,2020,CELA,Garfield Bight ,,,,-16.07,7.24,,11.98,43.11,,,,,,,,,,
Barnacle ,,D20-GB-FT1712-Barnacle,211006_Eggenberger(CN),,Prey ,Dry20,,2020,CELA,Garfield Bight ,,,,-14.72,5.85,,6.01,28.01,,,,,,,,,,
Mussle,,D20-CU-BG068-Mussel,211006_Eggenberger(CN),,Prey ,Dry20,,2020,CELA,Cuthbert Lake ,,,,-23.83,3.93,,10.98,45.94,,,,,,,,,,
Mussle,,D20-CU-FT1213-Mussel,211006_Eggenberger(CN),,Prey ,Dry20,,2020,CELA,Cuthbert Lake ,,,,-23.41,3.94,,9.18,36.23,,,,,,,,,,
Mussle,,D20-ML-WP058-Mussel,211006_Eggenberger(CN),,prey ,Dry20,,2020,CELA,Middle Lake ,,,,-22.76,5.23,,9.93,41.47,,,,,,,,,,
barnacle ,,D20-ML-WP053-Barnacles,211006_Eggenberger(CN),,prey ,Dry20,,2020,CELA,Middle Lake ,,,,-21.37,5.68,,7.81,35.75,,,,,,,,,,
barnacle ,,D20-ML-WP062-Barnacles,211006_Eggenberger(CN),,prey ,Dry20,,2020,CELA,Middle Lake ,,,,-19.37,6.09,,6.78,33.25,,,,,,,,,,
Mussle,,D20-LU-FT1701-MUSSEL,211203_Eggenberger(CN),,prey ,Dry20,,2020,CELA,the Lungs,,,,-22.71,4.12,,8.88,38.3,,,,,,,,,,
Mussle,,D20-LU-FT1749-MUSSEL,211203_Eggenberger(CN),,prey ,Dry20,,2020,CELA,the Lungs,,,,-23.25,4.27,,7.65,33.29,,,,,,,,,,
barnacle,,D20-LU-FT1745-BARNACLES,211203_Eggenberger(CN),,prey ,Dry20,,2020,CELA,the Lungs,,,,-21.46,6.04,,7.73,34.38,,,,,,,,,,
barnacle ,,D20-LU-FT1725-BARNACLES,211203_Eggenberger(CN),,prey ,Dry20,,2020,CELA,the Lungs,,,,-21.2,5.65,,10.02,44.41,,,,,,,,,,
barnacle ,,D20-LU-FT1701-BARNACLES,211203_Eggenberger(CN),,prey ,Dry20,,2020,CELA,the Lungs,,,,-21.29,5.67,,7.22,31.48,,,,,,,,,,
Mussle,,D20-WL-FT1162-MUSSEL,211203_Eggenberger(CN),,prey ,Dry20,,2020,CELA,West Lake ,,,,-22.46,4.42,,8.47,38.87,,,,,,,,,,
Mussle,,D20-WL-BG022-MUSSEL,211203_Eggenberger(CN),,prey ,Dry20,,2020,CELA,West Lake ,,,,-22.57,4.54,,9.49,41.95,,,,,,,,,,
barnacle ,,D20-WL-FT1284-BARNACLES,211203_Eggenberger(CN),,prey ,Dry20,,2020,CELA,West Lake ,,,,-21.84,6.56,,5.36,26.9,,,,,,,,,,
Mussle,,W20-MO-BG-041-MUSSEL,211203_Eggenberger(CN),,prey ,Wet20,,2020,CELA,Monroe Lake ,,,,-27.28,2.1,,12.52,46.55,,,,,,,,,,
barnacle ,,W20-MO-BG041-BARNACLES,211203_Eggenberger(CN),,prey ,Wet20,,2020,CELA,Monroe Lake ,,,,-27.2,6.66,,10.01,44.76,,,,,,,,,,
Mussle,,W20-WL-BG033-MUSSEL,211203_Eggenberger(CN),,prey ,Wet20,,2020,CELA,West Lake ,,,,-27.26,0.53,,11.76,46.78,,,,,,,,,,
barnacle ,,W20-CU-BG039-BARNACLES,211203_Eggenberger(CN),,prey ,Wet20,,2020,CELA,Cuthbert Lake ,,,,-24.21,6.4,,11.61,49.16,,,,,,,,,,
barnacle ,,W20-WL-BG033-BARNACLES,211203_Eggenberger(CN),,prey ,Wet20,,2020,CELA,West Lake ,,,,-26.38,4.34,,9.38,41.72,,,,,,,,,,
Mussle,,W20-WL-BG031-MUSSEL,211203_Eggenberger(CN),,prey ,Wet20,,2020,CELA,West Lake ,,,,-27.95,-0.44,,9.79,43.54,,,,,,,,,,
Mussle,,W20-GB-BG078-MUSSEL,211203_Eggenberger(CN),,prey ,Wet20,,2020,CELA,Garfield Bight ,,,,-23.27,5.05,,11.31,51.22,,,,,,,,,,
barnacle ,,W20-LU-BG051-BARNACLES,211203_Eggenberger(CN),,prey ,Wet20,,2020,CELA,the Lungs,,,,-28.8,3,,9.21,45.19,,,,,,,,,,
Sawgrass,Cladium jamaicense,SRS-CLAJAM-1,,,source,dry19,,2019,FCE Foodwebs,SRS3,,,,-26.38,-5.41,20.08,1.18219697,48.12362121,0.134131833,47.49143008,956.7427335,G-214733,S-29872,,,,,
Sawgrass,Cladium jamaicense,SRS-CLAJAM-2,,,source,dry19,,2019,FCE Foodwebs,SRS3,,,,-26.01,5.66,18.63,1.30270073,43.70337956,0.165461912,39.13966959,704.3454538,G-214734,S-29873,,,,,
Sawgrass,Cladium jamaicense,SRS-CLAJAM-3,,,source,dry19,,2019,FCE Foodwebs,SRS3,,,,-28.14,6.01,18.61,1.345034965,47.47581818,0.160184615,41.17993657,790.351694,G-214735,S-29874,,,,,
Coastal spikerush,Eleocharis cellulosa,SRS-ELECEL-1,,,source,dry19,,2019,FCE Foodwebs,SRS3,,,,-26.93,-3.72,17.01,1.451025,41.65219375,0.17911303,33.48958567,620.1252732,G-214736,S-29875,,,,,
Coastal spikerush,Eleocharis cellulosa,SRS-ELECEL-2,,,source,dry19,,2019,FCE Foodwebs,SRS3,,,,-26.52,-2.89,19.2,1.732901409,40.80616197,0.222438272,27.47253174,489.1983333,G-214737,S-29876,,,,,
Coastal spikerush,Eleocharis cellulosa,SRS-ELECEL-3,,,source,dry19,,2019,FCE Foodwebs,SRS3,,,,-27.65,-2.6,16.22,1.790337662,39.65112338,0.183840694,25.83850238,575.1519248,G-214738,S-29877,,,,,
Floc,Floc,SRS-FLOC-1,,,source,dry19,,2019,FCE Foodwebs,SRS3,,,,-31.17,1.7,,3.491141892,36.93745946,,12.34372708,#DIV/0!,G-214739,S-29878,,,,,
Floc,Floc,SRS-FLOC-2,,,source,dry19,,2019,FCE Foodwebs,SRS3,,,,-30.31,2.86,23.01,3.083099237,30.30341221,0.810636646,11.46702658,99.68596858,G-214740,S-29879,,,,,
Floc,Floc,SRS-FLOC-3,,,source,dry19,,2019,FCE Foodwebs,SRS3,,,,-30.26,1.53,26.29,3.905978102,39.81027007,1.828966027,11.89082833,58.04411816,G-214741,S-29880,,,,,
Egyptian paspalidium,Paspalidium geminatum,SRS-PASGEM-1,,,source,dry19,,2019,FCE Foodwebs,SRS3,,,,-14.12,-2.77,20.8,1.456914286,32.04617857,0.233255452,25.66191346,366.3643248,G-214742,S-29881,,,,,
Egyptian paspalidium,Paspalidium geminatum,SRS-PASGEM-2,,,source,dry19,,2019,FCE Foodwebs,SRS3,,,,-12.89,-1.39,17.49,2.684091667,45.62043333,0.198315217,19.82936706,613.4400109,G-214743,S-29882,,,,,
Egyptian paspalidium,Paspalidium geminatum,SRS-PASGEM-3,,,source,dry19,,2019,FCE Foodwebs,SRS3,,,,-12.64,-1.31,12.16,2.137447155,43.75115447,0.209984917,23.88036281,555.6101215,G-214744,S-29883,,,,,
Periphyton,Periphyton,SRS-PERIMAT-1,,,source,dry19,,2019,FCE Foodwebs,SRS3,,,,-25.99,3.62,22.46,0.956554688,13.39525781,0.192808642,16.33759259,185.2649711,G-214745,S-29884,,,,,
Sawgrass,Cladium jamaicense,SRS-CLAJAM-1-dup,,,source,dry19,,2019,FCE Foodwebs,SRS3,,,,-26.53,-4.28,20.5,1.274593985,48.76292481,0.148395522,44.63388311,876.269475,G-214746,S-29885,,,,,
Periphyton,Periphyton,SRS-PERIMAT-2,,,source,dry19,,2019,FCE Foodwebs,SRS3,,,,-26.63,4.62,25.01,1.253503401,15.31934694,0.265290076,14.25809568,153.9883906,G-214747,S-29886,,,,,
Periphyton,Periphyton,SRS-PERIMAT-3,,,source,dry19,,2019,FCE Foodwebs,SRS3,,,,-27.36,5.13,25.86,0.426072848,6.18305298,0.210309119,16.93034852,78.3995547,G-214748,S-29887,,,,,
Pickerelweed,Pontederia cordata,SRS-PONCOR-1,,,source,dry19,,2019,FCE Foodwebs,SRS3,,,,-25.32,1.08,17.73,2.41229771,44.50638168,0.173346457,21.52475283,684.6617262,G-214749,S-29888,,,,,
Pickerelweed,Pontederia cordata,SRS-PONCOR-2,,,source,dry19,,2019,FCE Foodwebs,SRS3,,,,-26.27,6.23,20.46,2.316301471,39.303125,0.177179289,19.79606127,591.5382883,G-214750,S-29889,,,,,
Pickerelweed,Pontederia cordata,SRS-PONCOR-3,,,source,dry19,,2019,FCE Foodwebs,SRS3,,,,-26.6,3.54,17.95,2.509135135,40.29938514,0.219096573,18.7379104,490.4915927,G-214751,S-29890,,,,,
Duck potato,Sagittaria lancifolia,SRS-SAGLAN-1,,,source,dry19,,2019,FCE Foodwebs,SRS3,,,,-27.83,8.85,21.45,3.023456522,42.00852899,0.208176568,16.20990748,538.1140877,G-214752,S-29891,,,,,
Duck potato,Sagittaria lancifolia,SRS-SAGLAN-2,,,source,dry19,,2019,FCE Foodwebs,SRS3,,,,-26,3.22,17.31,2.818900662,42.42860927,0.244204893,17.56005269,463.3115932,G-214753,S-29892,,,,,
Duck potato,Sagittaria lancifolia,SRS-SAGLAN-3,,,source,dry19,,2019,FCE Foodwebs,SRS3,,,,-25,-0.68,19.05,3.213290541,42.79705405,0.293782991,15.53855643,388.4686349,G-214754,S-29893,,,,,
Leafy bladderwort,Utricularia foliosa,SRS-UTRFOL-1,,,source,dry19,,2019,FCE Foodwebs,SRS3,,,,-29.63,0.61,22.15,2.39657764,36.65509317,0.273586098,17.84389316,357.2802706,G-214755,S-29894,,,,,
Leafy bladderwort,Utricularia foliosa,SRS-UTRFOL-2,,,source,dry19,,2019,FCE Foodwebs,SRS3,,,,-31.64,-4.53,23.66,2.243355073,36.13625362,0.201936508,18.79281754,477.1962432,G-214781,S-29920,,,,,
Leafy bladderwort,Utricularia foliosa,SRS-UTRFOL-3,,,source,dry19,,2019,FCE Foodwebs,SRS3,,,,-27.55,0.7,24.64,3.274239521,41.83286826,0.540252976,14.90575526,206.4853325,G-214757,S-29896,,,,,
Sawgrass,Cladium jamaicense,TSL-CLAJAM-1,,,source,dry19,,2019,FCE Foodwebs,TS3,,,,-28,2.58,13.05,1.38658042,44.70560839,0.152970679,37.61523123,779.3320686,G-214758,S-29897,,,,,
Sawgrass,Cladium jamaicense,TSL-CLAJAM-2,,,source,dry19,,2019,FCE Foodwebs,TS3,,,,-25.81,-2.39,16.42,1.155764706,45.19609559,0.141941448,45.62241598,849.1030863,G-214759,S-29898,,,,,
Sawgrass,Cladium jamaicense,TSL-CLAJAM-3,,,source,dry19,,2019,FCE Foodwebs,TS3,,,,-25.47,-4.36,12.26,0.985620915,45.88188889,0.115312989,54.30979554,1061.040085,G-214760,S-29899,,,,,
Coastal spikerush,Eleocharis cellulosa,TSL-ELECEL-1,,,source,dry19,,2019,FCE Foodwebs,TS3,,,,-27.73,-4.3,13.43,1.625388535,39.62794268,0.177905512,28.44402972,593.9923537,G-214761,S-29900,,,,,
Coastal spikerush,Eleocharis cellulosa,TSL-ELECEL-3,,,source,dry19,,2019,FCE Foodwebs,TS3,,,,-26.9,-5.6,10.76,1.096164179,32.85271642,0.196674383,34.96571945,445.4430844,G-214762,S-29901,,,,,
Coastal spikerush,Eleocharis cellulosa,TSL-ELECEL-2,,,source,dry19,,2019,FCE Foodwebs,TS3,,,,-27.27,-1.38,10.94,1.514305195,41.04479221,0.201804207,31.62215323,542.371147,G-214763,S-29902,,,,,
Floc,Floc,TSL-FLOC-1,,,source,dry19,,2019,FCE Foodwebs,TS3,,,,-27.57,3.11,16.44,1.75409589,17.1325274,0.342865353,11.3950148,133.2498001,G-214764,S-29903,,,,,
Floc,Floc,TSL-FLOC-2,,,source,dry19,,2019,FCE Foodwebs,TS3,,,,-30.38,1.59,16.87,4.200584615,37.91713846,0.691802817,10.5310726,146.1577877,G-214765,S-29904,,,,,
Floc,Floc,TSL-FLOC-3,,,source,dry19,,2019,FCE Foodwebs,TS3,,,,-28.21,2.19,,4.005012658,38.38150633,,11.18059489,#DIV/0!,G-214766,S-29905,,,,,
Egyptian paspalidium,Paspalidium geminatum,TSL-PASGEM-1,,,source,dry19,,2019,FCE Foodwebs,TS3,,,,-12.14,3.54,12.86,1.870160584,44.76808029,0.196971726,27.9277766,606.0846897,G-214767,S-29906,,,,,
Egyptian paspalidium,Paspalidium geminatum,TSL-PASGEM-2,,,source,dry19,,2019,FCE Foodwebs,TS3,,,,-12.14,2.01,13.35,2.089512195,41.40745529,0.194462935,23.1196056,567.8196761,G-214768,S-29907,,,,,
Egyptian paspalidium,Paspalidium geminatum,TSL-PASGEM-3,,,source,dry19,,2019,FCE Foodwebs,TS3,,,,-12.75,-7.75,16.83,2.298152174,40.25658696,0.183385827,20.43642656,585.3827437,G-214769,S-29908,,,,,
Duck potato,Sagittaria lancifolia,SRS-SAGLAN-1-dup,,,source,dry19,,2019,FCE Foodwebs,SRS3,,,,-27.62,9.15,22.56,3.164724138,40.82393793,0.130677843,15.04963008,833.0703353,G-214770,S-29909,,,,,
Periphyton,Periphyton,TSL-PERIMAT-1,,,source,dry19,,2019,FCE Foodwebs,TS3,,,,-24.77,2.14,14.16,0.643853147,8.667125874,0.101910188,15.70489622,226.791218,G-214771,S-29910,,,,,
Periphyton,Periphyton,TSL-PERIMAT-2,,,source,dry19,,2019,FCE Foodwebs,TS3,,,,-28.06,2.61,11.3,0.54525,7.476176471,0.1,15.99670955,367.2479549,G-214772,S-29911,,,,,
Periphyton,Periphyton,TSL-PERIMAT-3,,,source,dry19,,2019,FCE Foodwebs,TS3,,,,-26,0.08,,0.160401198,2.921652695,,21.25043237,#DIV/0!,G-214773,S-29912,,,,,
Pickerelweed,Pontederia cordata,TSL-PONCOR-1,,,source,dry19,,2019,FCE Foodwebs,TS3,,,,-26.41,-0.09,11.04,1.869635659,45.07416279,0.103683043,28.12661547,1159.280862,G-214774,S-29913,,,,,
Pickerelweed,Pontederia cordata,TSL-PONCOR-2,,,source,dry19,,2019,FCE Foodwebs,TS3,,,,-27.67,3.83,16.98,2.257205298,38.62223179,0.114664789,19.96241567,898.2061451,G-214775,S-29914,,,,,
Pickerelweed,Pontederia cordata,TSL-PONCOR-3,,,source,dry19,,2019,FCE Foodwebs,TS3,,,,-27.24,-1.98,13.09,2.023158333,43.9533,0.111103448,25.34594014,1054.951958,G-214776,S-29915,,,,,
Duck potato,Sagittaria lancifolia,TSL-SAGLAN-1,,,source,dry19,,2019,FCE Foodwebs,TS3,,,,-26.33,-3.72,14.38,3.2598125,50.610625,0.166336898,18.11322865,811.3753971,G-214777,S-29916,,,,,
Duck potato,Sagittaria lancifolia,TSL-SAGLAN-2,,,source,dry19,,2019,FCE Foodwebs,TS3,,,,-25.22,-2.05,11.76,3.00283871,37.06547097,0.17489172,14.40072333,565.1568635,G-214778,S-29917,,,,,
Duck potato,Sagittaria lancifolia,TSL-SAGLAN-3,,,source,dry19,,2019,FCE Foodwebs,TS3,,,,-26.18,0.8,12.94,2.727287582,42.51079085,0.167125382,18.18507259,678.3057581,G-214779,S-29918,,,,,
Leafy bladderwort,Utricularia foliosa,TSL-UTRFOL-1,,,source,dry19,,2019,FCE Foodwebs,TS3,,,,-27.85,1.58,10.68,1.314861314,32.80675183,0.114488114,29.10918695,764.1375903,G-214780,S-29919,,,,,
Leafy bladderwort,Utricularia foliosa,TSL-UTRFOL-2,,,source,dry19,,2019,FCE Foodwebs,TS3,,,,-26.14,1.58,14.58,2.10589375,36.12308125,0.294842105,20.01221324,326.7111957,G-214756,S-29895,,,,,
